education,gender,marital_status,occupation,race,workclass,age,hours_per_week,income
HS-grad,Female,Single,Service,White,Private,24,30,0
HS-grad,Male,Married,Service,White,Government,61,40,0
Bachelors,Female,Divorced,Sales,Other,Private,46,35,1
School,Female,Divorced,Service,White,Government,64,45,0
School,Female,Single,Sales,Other,Private,35,40,0
Bachelors,Male,Married,White-Collar,White,Private,34,60,1
School,Female,Single,Sales,White,Private,17,10,0
School,Male,Married,White-Collar,White,Self-Employed,66,1,0
HS-grad,Female,Married,White-Collar,White,Private,33,20,1
Bachelors,Female,Single,Professional,Other,Government,22,18,0
Bachelors,Female,Divorced,White-Collar,Other,Government,42,40,0
HS-grad,Male,Single,Blue-Collar,White,Private,22,35,0
HS-grad,Female,Single,White-Collar,White,Private,25,38,0
HS-grad,Female,Single,Service,Other,Private,34,40,0
Bachelors,Male,Single,White-Collar,White,Private,31,55,0
Assoc,Male,Single,White-Collar,White,Government,45,40,0
HS-grad,Female,Single,Professional,White,Private,22,40,0
Some-college,Male,Married,Service,White,Private,55,40,1
Masters,Female,Single,Professional,White,Private,36,40,0
Bachelors,Female,Single,White-Collar,White,Private,22,32,0
HS-grad,Male,Single,Sales,White,Private,20,40,0
HS-grad,Male,Single,Blue-Collar,White,Private,19,10,0
Some-college,Male,Married,Professional,White,Self-Employed,48,35,1
Bachelors,Male,Married,Sales,White,Private,28,60,1
Prof-school,Male,Married,White-Collar,Other,Government,50,40,1
Some-college,Female,Married,Service,White,Private,37,40,0
Bachelors,Male,Married,Service,White,Private,39,50,0
Some-college,Male,Single,Sales,White,Private,19,36,0
HS-grad,Male,Single,White-Collar,Other,Self-Employed,43,55,0
Masters,Female,Divorced,Professional,White,Government,62,33,1
HS-grad,Male,Married,Blue-Collar,White,Self-Employed,52,60,0
HS-grad,Male,Married,Blue-Collar,White,Private,32,40,0
HS-grad,Male,Single,Blue-Collar,Other,Private,21,20,0
Assoc,Male,Single,Blue-Collar,White,Self-Employed,30,40,0
Some-college,Female,Single,Blue-Collar,White,Private,32,40,0
HS-grad,Female,Separated,Professional,Other,Private,49,40,0
HS-grad,Male,Married,Professional,White,Private,56,40,0
Prof-school,Female,Widowed,White-Collar,Other,Private,74,20,0
Bachelors,Male,Married,Professional,White,Government,39,45,1
Assoc,Female,Divorced,Sales,White,Private,39,40,0
School,Male,Married,Service,Other,Private,53,35,0
School,Male,Married,White-Collar,White,Private,44,40,1
Bachelors,Female,Divorced,White-Collar,White,Self-Employed,44,40,0
Assoc,Female,Single,Service,White,Private,32,64,0
HS-grad,Male,Married,Blue-Collar,White,Private,73,40,0
HS-grad,Male,Married,White-Collar,White,Private,44,40,0
Bachelors,Male,Married,White-Collar,Other,Private,32,50,1
School,Male,Married,Blue-Collar,White,Private,30,40,0
Prof-school,Male,Married,White-Collar,White,Private,60,40,1
Some-college,Male,Married,Blue-Collar,White,Private,47,40,0
HS-grad,Male,Married,Sales,White,Private,34,65,0
Masters,Male,Single,Professional,Other,Government,24,20,0
HS-grad,Male,Married,Sales,White,Self-Employed,41,55,1
Bachelors,Male,Married,White-Collar,White,Government,68,40,1
Masters,Male,Married,Blue-Collar,White,Self-Employed,61,4,0
Bachelors,Male,Married,Sales,White,Private,25,40,1
HS-grad,Male,Married,White-Collar,White,Government,38,40,1
Bachelors,Male,Married,White-Collar,White,Private,52,50,1
Some-college,Female,Married,White-Collar,White,Private,39,35,1
Assoc,Male,Divorced,Service,White,Private,35,35,0
Some-college,Female,Single,Service,Other,Private,39,40,0
School,Male,Married,Blue-Collar,White,Private,82,2,0
Bachelors,Male,Married,Professional,White,Private,30,40,1
School,Male,Single,Sales,White,Private,18,20,0
HS-grad,Male,Married,Blue-Collar,White,Government,43,40,0
HS-grad,Female,Single,Sales,White,Private,22,40,0
HS-grad,Male,Single,Blue-Collar,White,Private,25,40,0
Some-college,Male,Single,Blue-Collar,White,Private,22,50,0
Doctorate,Female,Single,Professional,White,Private,27,70,0
School,Male,Married,Blue-Collar,White,Government,48,40,0
HS-grad,Female,Married,Service,White,Private,35,40,1
HS-grad,Female,Divorced,White-Collar,White,Government,64,40,0
Assoc,Male,Married,Professional,White,Private,41,60,1
Bachelors,Male,Married,Professional,White,Government,44,40,1
Prof-school,Male,Married,Professional,White,Self-Employed,54,50,1
Bachelors,Female,Single,Sales,Other,Private,43,35,1
Bachelors,Female,Married,Professional,White,Private,38,40,1
Some-college,Male,Married,Blue-Collar,White,Government,50,40,0
Some-college,Male,Married,Professional,Other,Private,24,40,0
School,Male,Married,Blue-Collar,White,Government,52,40,0
Masters,Male,Married,White-Collar,White,Private,51,47,1
Some-college,Male,Single,Blue-Collar,White,Private,31,46,0
Masters,Male,Married,Professional,White,Private,33,45,1
HS-grad,Female,Married,Service,Other,Private,44,40,0
Assoc,Male,Married,Sales,White,Private,38,40,1
School,Male,Divorced,Blue-Collar,White,Private,62,40,0
HS-grad,Male,Single,Blue-Collar,White,Private,27,40,0
School,Male,Divorced,Blue-Collar,Other,Government,39,40,0
Bachelors,Male,Married,Professional,White,Self-Employed,50,45,1
Some-college,Female,Single,Other/Unknown,White,Other/Unknown,18,25,0
School,Female,Divorced,Service,White,Private,34,70,0
Some-college,Male,Married,Service,White,Government,46,40,1
Some-college,Male,Married,Blue-Collar,White,Private,37,35,1
HS-grad,Male,Single,Blue-Collar,White,Government,43,40,0
HS-grad,Male,Divorced,Blue-Collar,White,Private,38,40,0
School,Male,Married,Blue-Collar,White,Self-Employed,37,40,0
HS-grad,Male,Married,Blue-Collar,White,Private,38,40,0
Assoc,Female,Married,White-Collar,White,Self-Employed,25,35,1
School,Male,Married,Service,White,Private,53,40,0
HS-grad,Female,Single,Service,White,Private,19,40,0
HS-grad,Female,Married,Blue-Collar,White,Private,24,40,0
School,Male,Married,Blue-Collar,White,Private,45,40,0
HS-grad,Male,Single,Sales,Other,Self-Employed,27,40,0
Assoc,Female,Divorced,Service,White,Private,52,40,0
Bachelors,Female,Separated,Blue-Collar,Other,Private,44,7,0
HS-grad,Male,Single,Blue-Collar,Other,Private,23,40,0
HS-grad,Male,Married,Blue-Collar,Other,Private,24,70,0
Assoc,Female,Divorced,Other/Unknown,White,Other/Unknown,43,35,0
Some-college,Male,Single,White-Collar,White,Government,20,40,0
Bachelors,Female,Divorced,White-Collar,White,Private,57,45,1
HS-grad,Female,Married,White-Collar,White,Private,26,40,1
Some-college,Female,Single,Sales,White,Private,22,40,0
Bachelors,Male,Single,Professional,White,Private,37,40,1
Assoc,Female,Separated,Blue-Collar,White,Private,40,60,0
Assoc,Male,Married,Blue-Collar,White,Self-Employed,36,60,1
HS-grad,Female,Married,Blue-Collar,White,Private,49,40,0
Some-college,Male,Single,White-Collar,Other,Private,21,48,0
HS-grad,Male,Single,Blue-Collar,White,Private,22,35,0
Bachelors,Male,Married,White-Collar,White,Private,35,40,1
Some-college,Female,Single,Other/Unknown,White,Other/Unknown,21,10,0
Some-college,Female,Divorced,Blue-Collar,White,Private,47,40,0
Some-college,Female,Widowed,Other/Unknown,Other,Other/Unknown,41,20,0
Bachelors,Male,Single,Sales,White,Private,27,35,0
HS-grad,Female,Married,White-Collar,White,Private,26,52,1
HS-grad,Male,Married,Blue-Collar,White,Private,28,50,0
Some-college,Male,Single,Blue-Collar,Other,Private,20,40,0
HS-grad,Male,Married,Sales,Other,Private,61,40,0
Masters,Male,Married,White-Collar,White,Government,51,40,1
HS-grad,Male,Married,Blue-Collar,White,Private,30,40,0
Bachelors,Male,Married,White-Collar,White,Private,32,45,1
Bachelors,Female,Single,Professional,White,Private,41,40,0
HS-grad,Male,Married,Sales,White,Private,71,52,0
Some-college,Female,Single,White-Collar,Other,Government,38,40,0
Doctorate,Male,Married,Professional,White,Self-Employed,31,40,1
Bachelors,Female,Single,White-Collar,White,Government,25,20,0
HS-grad,Male,Married,Blue-Collar,White,Private,47,40,1
HS-grad,Female,Divorced,Service,White,Private,30,32,0
HS-grad,Male,Married,Sales,White,Private,60,50,0
School,Male,Single,Blue-Collar,White,Private,19,25,0
Bachelors,Female,Divorced,White-Collar,White,Private,39,45,0
School,Male,Married,Blue-Collar,White,Private,56,40,0
Some-college,Male,Divorced,Other/Unknown,Other,Other/Unknown,29,40,0
School,Male,Single,Service,White,Private,20,40,0
Some-college,Male,Single,Sales,White,Private,37,60,0
Masters,Female,Married,Professional,White,Self-Employed,39,40,1
Some-college,Male,Single,White-Collar,White,Private,28,55,0
HS-grad,Male,Married,Blue-Collar,White,Private,50,40,1
School,Male,Married,Service,White,Private,53,40,0
Some-college,Female,Divorced,White-Collar,White,Private,43,40,0
HS-grad,Female,Married,Service,White,Private,25,48,1
Assoc,Female,Separated,Service,White,Private,33,40,0
Some-college,Male,Single,Service,Other,Private,23,25,0
Bachelors,Female,Single,White-Collar,White,Private,27,40,0
Bachelors,Male,Married,Professional,White,Self-Employed,45,30,0
Bachelors,Male,Married,White-Collar,White,Private,57,50,1
School,Male,Married,Blue-Collar,White,Private,32,40,0
HS-grad,Male,Married,Blue-Collar,White,Private,42,40,1
School,Female,Divorced,Service,White,Government,59,37,0
HS-grad,Male,Married,Blue-Collar,White,Private,51,40,1
HS-grad,Female,Divorced,White-Collar,White,Private,30,40,0
Bachelors,Male,Married,White-Collar,White,Self-Employed,52,60,0
Some-college,Female,Divorced,White-Collar,Other,Government,36,40,1
Bachelors,Male,Married,Professional,White,Private,28,40,1
Some-college,Male,Single,Service,White,Private,23,40,0
Bachelors,Male,Single,Sales,White,Self-Employed,44,50,1
Bachelors,Male,Married,Service,White,Self-Employed,38,10,0
Some-college,Male,Divorced,Service,White,Government,38,75,0
School,Male,Married,White-Collar,White,Private,50,50,1
School,Male,Married,Service,Other,Private,64,40,0
Bachelors,Female,Single,Other/Unknown,White,Other/Unknown,36,40,0
HS-grad,Male,Married,Blue-Collar,Other,Self-Employed,58,30,0
Bachelors,Female,Single,Sales,White,Private,29,45,0
Some-college,Female,Married,White-Collar,White,Government,28,40,0
HS-grad,Female,Widowed,White-Collar,White,Private,57,45,0
Bachelors,Female,Single,Professional,White,Government,23,40,0
Some-college,Male,Married,Professional,White,Government,26,40,0
School,Male,Married,Blue-Collar,White,Private,50,40,0
Bachelors,Male,Single,White-Collar,White,Private,25,50,0
Prof-school,Male,Married,Blue-Collar,White,Self-Employed,42,65,1
Some-college,Male,Single,Blue-Collar,White,Private,25,20,0
Some-college,Male,Single,Sales,White,Private,22,15,0
Bachelors,Male,Married,Blue-Collar,White,Private,43,48,0
HS-grad,Male,Married,Blue-Collar,White,Private,32,40,0
Prof-school,Male,Married,Professional,Other,Private,39,67,1
HS-grad,Male,Married,Sales,White,Private,69,10,0
Bachelors,Male,Single,Sales,Other,Private,22,50,0
Bachelors,Female,Single,White-Collar,White,Private,27,40,0
Prof-school,Male,Married,Professional,White,Government,38,50,1
Bachelors,Male,Married,Other/Unknown,White,Other/Unknown,60,40,0
Assoc,Female,Widowed,Service,White,Private,47,35,0
HS-grad,Male,Divorced,Sales,White,Private,38,80,0
Bachelors,Male,Married,White-Collar,White,Private,42,40,0
School,Male,Married,White-Collar,White,Private,41,60,0
School,Male,Separated,Service,White,Private,68,12,0
Bachelors,Male,Single,Other/Unknown,White,Other/Unknown,27,40,0
Bachelors,Male,Single,Professional,White,Private,26,45,0
Bachelors,Male,Married,Professional,White,Government,33,60,1
Masters,Female,Single,Professional,White,Government,30,40,0
School,Female,Widowed,Service,Other,Private,64,16,0
Masters,Female,Widowed,Professional,Other,Government,68,40,1
Assoc,Female,Single,Service,Other,Private,24,40,0
Assoc,Female,Single,Professional,Other,Private,30,36,0
HS-grad,Female,Single,Other/Unknown,Other,Other/Unknown,21,24,0
Bachelors,Female,Divorced,Professional,White,Private,46,40,0
Bachelors,Male,Married,Blue-Collar,White,Self-Employed,59,60,0
Masters,Female,Single,Professional,White,Government,39,43,0
Bachelors,Female,Single,Professional,White,Government,49,50,0
HS-grad,Male,Married,White-Collar,White,Private,30,50,0
School,Male,Married,Sales,White,Private,62,35,0
School,Male,Married,Blue-Collar,White,Government,32,19,0
HS-grad,Male,Single,Blue-Collar,Other,Self-Employed,35,40,0
Doctorate,Male,Married,Professional,White,Government,59,40,1
Some-college,Female,Single,Other/Unknown,White,Other/Unknown,21,40,0
Prof-school,Male,Married,Professional,White,Self-Employed,34,35,1
Bachelors,Female,Married,Sales,White,Private,35,30,1
School,Male,Married,Service,Other,Private,62,42,0
HS-grad,Male,Married,Blue-Collar,White,Private,36,45,0
HS-grad,Female,Single,White-Collar,White,Private,31,40,0
Some-college,Female,Single,Other/Unknown,White,Other/Unknown,28,40,0
Assoc,Male,Married,Blue-Collar,Other,Private,36,50,0
Bachelors,Male,Married,White-Collar,White,Self-Employed,60,45,1
Some-college,Male,Married,Professional,White,Private,55,40,1
Assoc,Male,Divorced,Blue-Collar,White,Private,26,40,0
HS-grad,Male,Married,Service,White,Government,44,38,0
Masters,Male,Married,Professional,White,Private,36,60,1
Bachelors,Female,Single,Service,White,Self-Employed,33,15,0
School,Male,Married,Blue-Collar,White,Private,31,40,0
Some-college,Female,Widowed,Service,White,Government,59,40,0
Some-college,Male,Married,White-Collar,White,Government,40,42,1
School,Male,Married,Blue-Collar,White,Private,37,40,0
School,Male,Married,Blue-Collar,White,Private,32,40,0
HS-grad,Female,Single,White-Collar,White,Private,49,35,0
School,Male,Married,Blue-Collar,White,Self-Employed,50,40,0
Some-college,Female,Single,Service,White,Private,22,30,0
Some-college,Male,Single,Blue-Collar,Other,Private,34,28,0
School,Male,Married,Other/Unknown,White,Other/Unknown,41,40,0
School,Male,Married,Service,White,Private,47,40,0
HS-grad,Female,Widowed,Service,White,Self-Employed,67,20,0
Assoc,Female,Divorced,Service,White,Government,52,30,0
School,Male,Married,Blue-Collar,White,Private,31,65,0
Bachelors,Male,Married,White-Collar,White,Private,48,45,1
Some-college,Male,Single,Blue-Collar,White,Private,46,40,0
Some-college,Male,Married,Sales,White,Private,50,40,1
Bachelors,Male,Single,White-Collar,Other,Private,23,24,0
Some-college,Male,Single,Service,White,Private,23,30,0
HS-grad,Male,Single,White-Collar,White,Private,19,40,0
Bachelors,Male,Married,White-Collar,White,Private,45,32,0
Assoc,Male,Single,Professional,White,Private,43,50,1
HS-grad,Male,Married,Blue-Collar,White,Private,25,40,0
HS-grad,Female,Single,White-Collar,Other,Private,66,40,0
Some-college,Male,Married,Sales,White,Private,32,48,0
HS-grad,Male,Married,Professional,White,Government,64,8,0
HS-grad,Male,Married,Blue-Collar,White,Private,45,40,1
HS-grad,Female,Divorced,Blue-Collar,White,Private,53,40,0
Bachelors,Male,Married,White-Collar,White,Private,44,40,1
HS-grad,Female,Single,Blue-Collar,White,Private,27,34,0
HS-grad,Male,Married,Blue-Collar,White,Private,48,42,1
Some-college,Female,Single,Professional,White,Private,41,45,0
HS-grad,Female,Separated,Sales,White,Private,46,40,0
HS-grad,Male,Single,White-Collar,White,Government,20,40,0
HS-grad,Male,Married,Blue-Collar,White,Private,46,40,1
Some-college,Male,Single,Sales,Other,Private,24,40,0
HS-grad,Male,Married,Blue-Collar,White,Private,36,70,0
Masters,Female,Divorced,Professional,White,Private,57,40,0
School,Male,Married,Blue-Collar,White,Private,20,40,0
HS-grad,Female,Widowed,White-Collar,White,Private,66,40,0
Assoc,Female,Single,White-Collar,White,Private,33,40,0
Assoc,Male,Divorced,Service,White,Private,48,44,0
Some-college,Male,Single,White-Collar,Other,Private,23,14,0
HS-grad,Male,Married,Blue-Collar,White,Private,31,40,0
School,Female,Married,Other/Unknown,White,Other/Unknown,21,56,0
Some-college,Male,Married,Blue-Collar,White,Private,44,55,0
Bachelors,Male,Single,White-Collar,White,Government,23,40,0
Some-college,Female,Single,Other/Unknown,White,Other/Unknown,20,40,0
School,Male,Single,Blue-Collar,White,Private,31,25,0
HS-grad,Male,Married,Blue-Collar,White,Private,43,40,0
Bachelors,Female,Divorced,Sales,White,Private,35,40,0
School,Male,Married,Blue-Collar,White,Private,51,40,1
HS-grad,Male,Married,Blue-Collar,White,Private,39,40,0
HS-grad,Female,Single,Other/Unknown,White,Other/Unknown,18,40,0
HS-grad,Male,Married,White-Collar,White,Private,39,55,0
Masters,Female,Married,Sales,White,Private,28,80,1
HS-grad,Male,Divorced,Service,Other,Private,51,32,0
Some-college,Male,Married,Sales,White,Private,54,40,1
HS-grad,Female,Single,Service,Other,Government,46,40,0
Masters,Male,Married,White-Collar,White,Government,46,50,1
Some-college,Female,Divorced,White-Collar,White,Private,64,40,0
HS-grad,Male,Married,Sales,White,Private,44,24,0
HS-grad,Male,Single,Service,White,Private,23,40,0
Some-college,Male,Married,Blue-Collar,White,Private,29,20,0
Some-college,Male,Divorced,White-Collar,White,Government,53,45,0
Doctorate,Male,Married,Professional,White,Private,58,50,1
School,Male,Divorced,Service,White,Private,61,40,0
Assoc,Male,Married,White-Collar,White,Private,61,42,0
School,Male,Married,Blue-Collar,White,Self-Employed,31,40,0
Some-college,Female,Divorced,Blue-Collar,White,Private,41,50,0
HS-grad,Female,Widowed,Service,White,Private,48,40,0
Bachelors,Male,Married,Professional,White,Government,29,50,1
Masters,Male,Single,Professional,White,Government,36,40,0
HS-grad,Male,Married,Blue-Collar,Other,Government,51,60,0
School,Male,Married,Blue-Collar,White,Private,35,40,0
Masters,Male,Married,White-Collar,White,Government,28,50,1
Bachelors,Female,Married,Professional,White,Government,45,55,0
HS-grad,Male,Single,Blue-Collar,White,Private,18,20,0
School,Male,Single,Blue-Collar,White,Private,27,30,0
Bachelors,Male,Divorced,Sales,White,Private,30,40,1
HS-grad,Male,Married,Other/Unknown,White,Other/Unknown,54,40,0
Some-college,Female,Single,Service,Other,Government,20,20,0
School,Male,Married,Service,White,Private,26,25,0
Some-college,Female,Single,Other/Unknown,Other,Other/Unknown,20,35,0
Some-college,Male,Separated,Service,White,Government,52,40,0
Bachelors,Male,Single,Service,White,Private,31,45,0
HS-grad,Male,Married,Blue-Collar,White,Private,42,40,0
Some-college,Female,Divorced,White-Collar,White,Government,36,35,0
HS-grad,Male,Single,Blue-Collar,White,Private,19,40,0
HS-grad,Male,Single,Blue-Collar,White,Private,19,70,0
HS-grad,Female,Divorced,White-Collar,White,Private,58,40,0
HS-grad,Male,Married,Blue-Collar,White,Self-Employed,60,42,1
Some-college,Male,Married,Blue-Collar,White,Private,36,40,1
Some-college,Female,Single,Blue-Collar,Other,Private,23,20,0
HS-grad,Male,Married,Blue-Collar,White,Private,35,50,1
Some-college,Female,Single,White-Collar,White,Private,22,30,0
Some-college,Female,Divorced,Service,Other,Government,50,40,0
School,Male,Single,Blue-Collar,White,Private,23,55,0
Assoc,Female,Divorced,Service,White,Private,35,40,0
Masters,Female,Single,White-Collar,White,Private,86,40,0
Bachelors,Male,Single,Service,White,Private,38,40,0
Assoc,Male,Married,White-Collar,White,Private,41,40,0
School,Male,Married,Other/Unknown,White,Other/Unknown,64,24,0
HS-grad,Female,Divorced,White-Collar,White,Private,31,40,0
HS-grad,Female,Divorced,White-Collar,White,Private,48,40,1
HS-grad,Female,Widowed,White-Collar,White,Private,48,40,0
Some-college,Male,Married,White-Collar,Other,Government,51,40,1
School,Male,Single,Blue-Collar,White,Private,26,40,0
Some-college,Male,Married,White-Collar,White,Private,46,60,1
Some-college,Female,Single,White-Collar,White,Private,19,25,0
Prof-school,Male,Single,Professional,White,Government,44,40,1
Some-college,Female,Divorced,White-Collar,White,Government,35,38,0
HS-grad,Male,Divorced,Blue-Collar,White,Private,24,40,0
School,Female,Divorced,Other/Unknown,White,Other/Unknown,38,40,0
Bachelors,Male,Divorced,White-Collar,Other,Private,51,40,1
HS-grad,Male,Married,Blue-Collar,White,Private,50,50,0
HS-grad,Male,Married,Blue-Collar,White,Private,45,45,0
Some-college,Male,Married,White-Collar,White,Private,36,60,1
Some-college,Male,Married,Blue-Collar,White,Self-Employed,34,72,0
School,Male,Single,Service,White,Private,17,25,0
Some-college,Male,Married,Blue-Collar,White,Private,56,50,0
HS-grad,Male,Single,Blue-Collar,White,Self-Employed,33,70,0
School,Male,Married,Blue-Collar,White,Self-Employed,56,40,0
HS-grad,Female,Single,Service,White,Private,22,25,0
Bachelors,Male,Single,Professional,White,Government,29,40,0
Some-college,Male,Married,White-Collar,White,Government,26,12,0
School,Female,Widowed,Other/Unknown,White,Other/Unknown,64,4,0
School,Male,Married,Blue-Collar,White,Private,59,40,0
School,Male,Widowed,White-Collar,Other,Private,61,65,0
Some-college,Female,Single,Sales,White,Private,19,22,0
Some-college,Female,Single,White-Collar,Other,Government,31,40,0
HS-grad,Male,Married,Blue-Collar,White,Self-Employed,37,40,0
HS-grad,Male,Single,Blue-Collar,White,Private,37,40,0
Some-college,Male,Married,Service,White,Government,46,40,0
Some-college,Male,Married,White-Collar,White,Self-Employed,61,50,1
HS-grad,Male,Married,Blue-Collar,White,Private,29,80,0
Bachelors,Female,Married,White-Collar,White,Private,50,40,1
Assoc,Male,Married,Sales,White,Private,28,40,0
Some-college,Male,Married,Service,White,Private,51,40,1
HS-grad,Female,Single,Sales,White,Private,24,30,0
Some-college,Male,Married,Service,White,Government,43,99,1
Bachelors,Male,Married,White-Collar,White,Private,40,40,1
Assoc,Male,Married,Blue-Collar,White,Private,30,40,0
Masters,Male,Married,Blue-Collar,White,Private,44,45,1
HS-grad,Female,Single,White-Collar,White,Private,21,40,0
HS-grad,Male,Married,White-Collar,White,Private,36,45,0
HS-grad,Female,Single,Service,White,Private,21,30,0
Bachelors,Male,Married,White-Collar,White,Self-Employed,37,80,1
HS-grad,Female,Married,White-Collar,White,Private,28,40,0
Some-college,Male,Married,Service,White,Government,33,40,1
HS-grad,Male,Married,Other/Unknown,Other,Other/Unknown,34,10,0
HS-grad,Male,Married,Blue-Collar,White,Private,31,48,1
School,Male,Single,Sales,Other,Private,28,40,0
HS-grad,Female,Divorced,Service,White,Private,53,40,0
Some-college,Male,Married,White-Collar,White,Private,27,40,0
School,Male,Divorced,Blue-Collar,White,Private,33,35,0
HS-grad,Female,Single,Service,White,Private,25,38,0
Bachelors,Male,Single,Professional,White,Government,23,40,0
HS-grad,Male,Married,Blue-Collar,White,Private,41,40,0
HS-grad,Female,Single,White-Collar,White,Private,22,20,0
Some-college,Female,Divorced,Service,White,Private,49,40,0
Masters,Male,Married,White-Collar,White,Private,43,53,1
HS-grad,Female,Separated,Service,Other,Private,35,30,0
Some-college,Male,Married,Blue-Collar,Other,Private,41,50,1
HS-grad,Male,Married,Blue-Collar,White,Private,33,40,0
Assoc,Male,Married,Blue-Collar,Other,Government,54,40,0
Bachelors,Female,Single,White-Collar,Other,Private,24,65,0
School,Female,Single,Blue-Collar,White,Private,46,40,0
Bachelors,Female,Divorced,Professional,White,Government,45,50,1
HS-grad,Male,Married,Service,White,Private,51,40,0
Bachelors,Female,Married,Blue-Collar,White,Private,55,55,0
Masters,Male,Married,White-Collar,White,Private,67,55,1
Some-college,Male,Married,Blue-Collar,White,Private,60,50,1
Bachelors,Female,Single,White-Collar,White,Private,31,50,1
Masters,Male,Married,Professional,White,Government,43,40,1
Some-college,Male,Married,Blue-Collar,White,Private,51,50,0
Some-college,Male,Single,Blue-Collar,White,Private,22,35,0
Masters,Male,Married,White-Collar,White,Self-Employed,42,50,1
Assoc,Male,Married,Blue-Collar,Other,Private,40,45,0
Some-college,Female,Single,Sales,White,Private,20,20,0
HS-grad,Male,Married,Blue-Collar,White,Self-Employed,65,65,0
Masters,Male,Single,White-Collar,Other,Government,45,38,0
HS-grad,Male,Married,Sales,White,Private,57,50,1
Some-college,Female,Divorced,White-Collar,White,Government,56,35,0
Prof-school,Female,Single,Professional,Other,Government,38,57,1
HS-grad,Male,Married,Blue-Collar,White,Self-Employed,67,60,0
School,Male,Married,White-Collar,White,Self-Employed,56,50,0
Some-college,Female,Single,White-Collar,White,Private,23,40,0
Masters,Female,Divorced,Professional,White,Private,55,40,1
Some-college,Male,Married,Blue-Collar,White,Government,37,40,1
Assoc,Male,Single,Sales,White,Self-Employed,25,50,0
HS-grad,Male,Married,Sales,White,Private,41,45,1
HS-grad,Female,Married,White-Collar,White,Private,41,40,1
HS-grad,Male,Married,Service,Other,Private,37,40,0
Masters,Female,Single,White-Collar,White,Private,25,43,0
HS-grad,Male,Married,Service,White,Government,47,40,0
HS-grad,Male,Married,Blue-Collar,White,Private,33,48,0
HS-grad,Male,Divorced,Blue-Collar,White,Private,31,45,0
HS-grad,Male,Married,Blue-Collar,White,Private,61,55,0
HS-grad,Female,Married,Service,White,Government,44,15,0
Bachelors,Male,Married,White-Collar,White,Private,32,45,1
Bachelors,Male,Married,Sales,White,Private,37,60,1
School,Male,Single,Blue-Collar,White,Self-Employed,27,40,0
Assoc,Male,Married,Service,White,Private,31,42,0
HS-grad,Male,Married,Sales,White,Private,52,36,0
Some-college,Female,Single,Service,White,Private,28,40,0
Bachelors,Female,Married,Professional,White,Private,39,32,1
HS-grad,Male,Married,Blue-Collar,White,Private,33,40,0
HS-grad,Male,Married,Service,White,Government,63,40,0
Some-college,Female,Single,Service,White,Private,20,32,0
HS-grad,Male,Single,Service,White,Private,22,27,0
Some-college,Female,Divorced,White-Collar,White,Self-Employed,46,60,0
HS-grad,Male,Married,White-Collar,Other,Government,45,80,1
Some-college,Male,Single,Blue-Collar,White,Private,35,45,0
School,Male,Single,Service,White,Private,24,40,0
Masters,Male,Married,White-Collar,White,Private,46,45,1
School,Male,Married,Blue-Collar,White,Self-Employed,45,65,0
Bachelors,Male,Married,White-Collar,White,Private,30,50,0
Some-college,Female,Single,Service,Other,Government,32,20,0
HS-grad,Female,Divorced,Sales,White,Private,52,25,0
Bachelors,Male,Married,White-Collar,White,Private,45,50,1
HS-grad,Male,Married,Sales,White,Private,20,45,0
Some-college,Male,Single,White-Collar,Other,Private,26,20,0
HS-grad,Male,Married,Blue-Collar,White,Private,39,40,1
School,Male,Married,Professional,Other,Private,69,45,0
Bachelors,Male,Married,White-Collar,White,Government,46,40,1
HS-grad,Male,Married,Blue-Collar,White,Private,60,50,0
Some-college,Female,Single,Service,White,Private,21,10,0
HS-grad,Male,Married,Blue-Collar,White,Self-Employed,50,20,0
HS-grad,Male,Married,Blue-Collar,White,Private,36,40,0
HS-grad,Female,Separated,Service,White,Self-Employed,51,20,0
School,Female,Divorced,Service,Other,Private,47,40,0
Some-college,Female,Single,Professional,White,Private,21,25,0
Assoc,Male,Divorced,Professional,White,Private,37,25,0
School,Male,Married,Blue-Collar,White,Private,56,40,0
HS-grad,Male,Married,Service,White,Government,32,40,0
HS-grad,Female,Divorced,White-Collar,White,Government,50,40,0
Some-college,Male,Divorced,White-Collar,White,Private,34,50,0
School,Male,Single,Blue-Collar,White,Private,48,40,0
Some-college,Male,Single,Service,White,Government,22,40,0
School,Male,Single,Other/Unknown,Other,Other/Unknown,19,25,0
Bachelors,Male,Married,Blue-Collar,White,Private,45,60,0
Masters,Male,Married,White-Collar,Other,Government,57,40,1
Masters,Male,Married,Professional,White,Government,51,60,1
Bachelors,Male,Married,Service,White,Government,37,40,1
School,Male,Married,Blue-Collar,White,Private,42,35,0
Masters,Male,Married,White-Collar,White,Private,32,55,1
HS-grad,Male,Married,White-Collar,White,Self-Employed,40,50,0
HS-grad,Female,Single,White-Collar,White,Private,48,50,0
Assoc,Female,Single,Other/Unknown,White,Other/Unknown,25,40,0
School,Male,Single,White-Collar,White,Private,22,40,0
HS-grad,Female,Widowed,Blue-Collar,Other,Private,45,40,0
Some-college,Male,Married,White-Collar,White,Private,31,40,0
School,Male,Single,Blue-Collar,White,Private,18,27,0
School,Female,Separated,Service,White,Private,25,25,0
Some-college,Male,Single,Sales,White,Self-Employed,30,25,0
HS-grad,Female,Divorced,White-Collar,White,Self-Employed,49,30,1
HS-grad,Male,Married,Blue-Collar,White,Private,30,40,0
